title,genres,rating
Final Destination (2000),Drama|Thriller,"[2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 2.0, 3.0, 4.0, 4.0, 4.0, 2.5, 3.0, 4.0, 3.5, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 1.5, 2.5, 3.5, 0.5, 4.0, 0.5, 4.0, 1.5, 2.5, 3.0, 3.0]"
Soft Fruit (1999),Comedy|Drama,[4.0]
"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,"[2.0, 4.0, 4.0, 3.5, 4.0, 3.0]"
Love Is a Many-Splendored Thing (1955),Drama|Romance|War,[4.0]
"Mirror, The (Zerkalo) (1975)",Drama,"[4.0, 4.5, 4.0]"
"Crimson Pirate, The (1952)",Adventure|Comedy,[3.0]
Thelma & Louise (1991),Adventure|Crime|Drama,"[3.0, 2.0, 3.5, 1.5, 4.0, 5.0, 3.0, 4.0, 1.0, 4.0, 4.0, 3.0, 5.0, 2.0, 4.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.5, 3.5, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 2.5, 3.0, 2.0, 4.0, 1.0, 3.0, 5.0, 3.0, 3.0, 4.0, 4.5, 4.0]"
...And Justice for All (1979),Drama|Thriller,"[4.0, 3.0, 2.5]"
Animal House (1978),Comedy,"[4.0, 4.0, 5.0, 2.5, 4.5, 3.5, 3.0, 3.5, 4.0, 3.0, 1.0, 3.0, 4.0, 3.0, 5.0, 2.0, 2.5, 4.5, 4.0, 4.5, 5.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 3.0, 5.0, 4.0, 1.0, 3.0, 1.0, 5.0, 3.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.5, 4.0, 3.0, 2.0, 5.0, 4.0, 3.0, 3.5, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 1.0, 3.5, 2.5, 4.0, 5.0, 3.5, 3.0]"
She's Gotta Have It (1986),Comedy|Romance,"[4.0, 2.0, 3.0, 4.0, 4.0, 3.0]"
School Daze (1988),Drama,"[1.5, 2.0, 3.0]"
Do the Right Thing (1989),Drama,"[2.0, 3.0, 4.0, 4.0, 4.5, 4.0, 4.0, 4.5, 4.5, 3.5, 5.0, 3.0, 4.0, 2.0, 3.5, 5.0, 4.5, 4.0, 4.0, 4.0, 5.0, 4.0, 4.5, 4.0, 5.0, 4.5, 5.0]"
Mo' Better Blues (1990),Drama|Musical,"[4.0, 3.0, 2.5, 3.0, 4.5]"
Jungle Fever (1991),Drama|Romance,"[3.0, 2.0, 3.0, 2.5, 4.0, 3.0, 4.0]"
"Champ, The (1979)",Drama,[3.0]
Creature Comforts (1989),Animation|Comedy,"[3.5, 3.5, 4.0, 5.0, 5.0, 4.5, 5.0, 4.5, 5.0, 3.5, 4.0, 3.5]"
Death Wish (1974),Action|Crime|Drama,"[4.0, 3.0, 2.0, 3.0]"
Death Wish 2 (1982),Action|Drama,"[2.0, 2.0, 1.0]"
Death Wish 3 (1985),Action|Drama,"[1.0, 2.0]"
Death Wish 4: The Crackdown (1987),Action|Drama,[1.0]
Death Wish 5: The Face of Death (1994),Action|Drama,[1.0]
Double Indemnity (1944),Crime|Drama|Film-Noir,"[3.5, 4.0, 4.0, 5.0, 4.5, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 2.5, 4.0, 4.0, 5.0, 5.0]"
Dying Young (1991),Drama|Romance,"[5.0, 4.0, 2.0, 4.0]"
Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,"[4.0, 1.0, 3.5, 2.0, 3.5, 3.0, 4.5, 4.0, 3.0, 3.0, 1.0, 3.5, 2.0, 4.0, 2.0, 0.5, 4.0, 4.0, 4.0, 3.0, 3.0, 3.5, 4.0, 3.0, 2.0]"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,"[4.0, 1.0, 2.0, 3.5, 3.5, 2.0, 3.0, 2.0, 3.5, 2.5, 3.0, 3.0, 2.0]"
Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,"[4.0, 2.0, 1.0, 3.0, 2.5, 2.5, 3.0, 1.0, 1.0, 0.5, 2.5, 2.5, 3.0, 0.5]"
Red Dawn (1984),Action|Drama|War,"[5.0, 3.5, 4.0, 4.0, 4.0, 1.0, 2.0, 2.0, 3.0, 4.0, 5.0, 3.0, 3.0, 4.5]"
Band of the Hand (1986),Action|Crime|Drama,[1.0]
Bloodsport (1988),Action,"[4.5, 4.0, 2.0, 2.0, 2.5, 3.0, 2.0, 4.0, 2.5]"
Eyes of Laura Mars (1978),Mystery|Thriller,"[3.0, 4.0, 3.0, 4.0]"
Funny Bones (1995),Comedy|Drama,"[4.0, 1.5]"
"Good Earth, The (1937)",Drama,"[4.0, 4.0]"
"Good Morning, Vietnam (1987)",Comedy|Drama|War,"[5.0, 3.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.5, 5.0, 3.0, 4.5, 3.0, 4.0, 4.0, 4.0, 3.5, 2.5, 3.5, 3.0, 4.5, 3.0, 3.0, 4.0, 4.0, 2.5, 3.0, 5.0, 3.0, 4.0, 3.5, 5.0, 5.0, 5.0, 3.5, 4.0, 4.0, 4.0, 2.5, 2.0, 4.0, 3.5]"
"Good Mother, The (1988)",Drama,[4.0]
Grumpy Old Men (1993),Comedy,"[5.0, 3.0, 5.0, 3.0, 3.5, 2.5, 3.5, 2.0, 4.0, 1.0, 4.0, 4.0, 3.0, 1.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.5, 4.0, 3.0, 5.0, 1.0, 3.0, 2.5, 2.5, 3.5, 3.0]"
Guess Who's Coming to Dinner (1967),Drama,"[5.0, 5.0, 4.0, 5.0, 4.0, 3.0, 4.5, 5.0, 5.0, 4.5, 5.0]"
Romeo Must Die (2000),Action|Crime|Romance|Thriller,"[2.5, 3.5, 5.0, 3.5, 2.0, 2.0, 3.5, 2.0, 3.0, 3.0, 4.0, 3.0, 2.5, 3.0, 4.0, 3.0, 3.0, 3.0]"
Here on Earth (2000),Drama|Romance,"[4.0, 2.0]"
Whatever It Takes (2000),Comedy|Romance,"[2.0, 2.5]"
Buddy Boy (1999),Drama|Thriller,[2.5]
Gothic (1986),Drama|Horror,[4.0]
Lord of the Flies (1963),Adventure|Drama|Thriller,"[4.0, 2.0, 2.0, 4.0, 3.0, 3.0, 3.5, 4.0, 4.0, 4.0, 2.0, 2.0, 2.0]"
Modern Times (1936),Comedy|Drama|Romance,"[4.0, 3.0, 3.0, 3.5, 5.0, 3.0, 1.0, 4.5, 3.5, 5.0, 4.0, 4.0, 4.5, 3.0, 3.0, 4.0, 4.0, 3.5, 3.5, 4.0, 4.5, 4.0, 3.5, 4.0, 4.0]"
Heart and Souls (1993),Comedy|Fantasy,"[2.0, 4.0, 3.0, 5.0, 3.0, 1.0, 2.5, 3.5]"
Hud (1963),Drama|Western,"[4.0, 3.5, 3.5, 4.0]"
"Hustler, The (1961)",Drama,"[5.0, 5.0, 4.0, 5.0, 4.5, 5.0, 3.0, 3.5, 4.0, 5.0, 4.5, 4.0, 5.0, 3.5, 3.0, 4.5, 4.5, 5.0]"
Inherit the Wind (1960),Drama,"[5.0, 4.0, 2.5, 5.0, 4.0, 4.0]"
Dersu Uzala (1975),Adventure|Drama,"[4.0, 4.0, 5.0, 5.0, 3.5]"
Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,"[4.0, 4.0, 5.0, 5.0, 4.0, 1.5, 4.0, 3.0, 4.0, 3.0, 3.0, 4.0, 3.0, 3.0, 3.0, 4.0, 5.0, 3.5, 5.0, 4.0, 2.5, 4.0, 3.0, 5.0, 1.0, 3.5, 4.0, 4.0, 4.0, 5.0, 2.0, 3.5, 3.0, 5.0, 3.0, 5.0, 3.5, 4.0, 3.5, 4.5, 4.0, 4.0, 4.0, 3.5, 4.0, 3.0, 2.5, 3.5, 5.0, 5.0, 5.0, 3.5, 4.0, 4.0, 4.0, 4.5, 3.5, 4.0, 3.0, 2.5]"
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,"[5.0, 5.0]"
Retroactive (1997),Sci-Fi|Thriller,[4.0]
"Place in the Sun, A (1951)",Drama|Romance,"[4.0, 5.0]"
Jacob's Ladder (1990),Horror|Mystery,"[3.0, 2.0, 4.5, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 3.0, 2.0, 3.5, 4.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.5, 4.5, 4.0, 4.0, 4.0, 0.5, 1.0, 5.0]"
Empire Records (1995),Comedy|Drama,"[5.0, 3.5, 3.0, 2.5, 3.5, 3.0, 5.0, 1.5, 3.0, 5.0, 3.0, 2.0, 4.0]"
"Bamba, La (1987)",Drama,"[2.5, 2.0, 3.5, 3.0, 3.0, 2.5, 3.0]"
Ladyhawke (1985),Adventure|Fantasy|Romance,"[4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 4.0, 2.0, 3.0, 4.0, 3.0, 1.5, 3.0, 3.5]"
Lucas (1986),Drama|Romance,"[2.0, 4.0, 4.0]"
High Fidelity (2000),Comedy|Drama|Romance,"[2.0, 2.0, 0.5, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.5, 2.0, 3.5, 3.5, 2.5, 4.5, 4.5, 4.0, 3.0, 4.5, 4.0, 4.0, 4.5, 4.0, 3.5, 4.0, 5.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0, 3.0, 3.0, 4.0, 3.0, 0.5, 5.0, 3.5, 3.0, 4.0, 3.0, 4.0, 3.5, 4.0, 5.0, 3.0, 4.0, 3.0, 4.0, 5.0, 5.0, 3.5, 3.5, 3.5, 4.0, 4.5, 3.5, 3.5, 4.0, 4.5, 3.0, 4.0, 3.5, 4.0, 3.0, 3.0, 1.0, 4.5, 4.0]"
"Road to El Dorado, The (2000)",Animation|Children,"[2.0, 3.5, 2.5, 3.0, 4.0, 2.0, 4.0, 2.0, 4.0, 1.5, 3.5, 4.0, 4.5]"
"Skulls, The (2000)",Thriller,"[2.0, 3.0, 3.0, 3.0, 5.0, 1.0, 2.0, 3.0, 3.0, 2.5]"
Hook (1991),Adventure|Comedy|Fantasy,"[4.0, 1.0, 2.0, 3.5, 5.0, 5.0, 3.0, 3.0, 5.0, 3.0, 2.0, 3.0, 4.0, 3.5, 3.5, 2.0, 3.0, 4.0, 5.0, 3.0, 2.0, 3.0, 4.0, 4.0, 3.0, 4.0, 2.0, 3.0, 2.5, 1.5, 4.0, 3.5, 4.0, 4.0, 2.5, 4.0, 3.5, 3.0, 4.0, 3.5, 4.5, 4.0, 4.0, 2.5, 3.5, 4.5, 3.5, 3.0, 3.0, 3.0, 3.5, 3.5, 3.0]"
"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,[4.0]
True Grit (1969),Adventure|Drama|Western,"[5.0, 4.0, 3.0, 4.0, 5.0, 3.0]"
Madame Sousatzka (1988),Drama,[5.0]
Max Dugan Returns (1983),Comedy,"[2.0, 2.0, 3.0, 3.0]"
Midnight Express (1978),Drama,"[5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 2.0]"
Misery (1990),Drama|Horror|Thriller,"[4.0, 3.0, 3.0, 4.5, 4.0, 4.0, 2.0, 4.5, 2.0, 5.0, 4.5, 4.0, 4.0, 4.0, 4.5, 3.5, 4.5, 4.0, 5.0, 4.0, 3.5, 4.0, 3.0, 5.0, 3.5, 5.0, 3.5, 4.0, 3.5, 4.0, 3.5, 3.0, 3.5, 4.0, 5.0, 3.0, 4.5, 4.0, 3.5, 2.5, 3.5, 4.0, 5.0, 3.0]"
Mr. Saturday Night (1992),Comedy|Drama,"[2.0, 4.0, 3.0, 3.0]"
Murphy's Romance (1985),Comedy|Romance,"[2.0, 4.0, 1.0, 2.0, 2.5]"
My Life (1993),Drama,"[5.0, 2.5, 3.0]"
Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,"[5.0, 4.0, 5.0, 3.5, 4.5, 5.0, 4.0, 2.5, 4.5, 2.0, 5.0]"
Network (1976),Comedy|Drama,"[4.0, 4.5, 4.0, 4.5, 4.0, 5.0, 5.0, 4.5, 1.0, 3.0, 5.0, 4.5, 4.5, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 2.0]"
No Way Out (1987),Drama|Mystery|Thriller,"[3.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 2.5, 3.0]"
North Dallas Forty (1979),Comedy|Drama,"[4.0, 4.0, 3.0, 2.0, 2.0]"
"Odd Couple, The (1968)",Comedy,"[4.0, 4.0, 4.0, 5.0, 4.0, 3.5, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 3.5, 4.0]"
"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,"[5.0, 4.0, 4.0, 4.5, 4.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0]"
Frequency (2000),Drama|Thriller,"[5.0, 3.0, 3.0, 3.0, 4.0, 3.0, 3.0, 2.5, 4.0, 4.0, 1.0, 4.0, 3.0, 3.5, 2.5, 4.0, 4.5, 3.5, 0.5, 3.0, 5.0, 4.0, 4.0, 3.0, 4.5, 4.0, 1.0, 5.0, 3.0, 3.5, 4.0, 4.0, 4.0, 3.0, 2.5, 4.5]"
Ready to Rumble (2000),Comedy,"[4.0, 1.5, 1.5, 3.0, 3.0, 0.5]"
Return to Me (2000),Drama|Romance,"[3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 4.5, 3.0]"
Rules of Engagement (2000),Drama|Thriller,"[3.0, 3.0, 4.0, 4.0, 1.5, 3.0, 3.0]"
Joe Gould's Secret (2000),Drama,[3.0]
Me Myself I (2000),Comedy|Romance,"[3.0, 4.0, 4.0, 4.0, 3.0, 3.5, 4.0, 4.0, 3.0]"
"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,"[4.0, 3.0, 3.5, 3.0]"
Force 10 from Navarone (1978),Action|Drama|War,"[3.0, 3.0, 3.0, 3.0, 2.0, 3.5]"
Mystery Train (1989),Comedy|Drama,"[4.5, 2.0, 4.5, 2.0, 2.5, 4.0, 4.5]"
Arthur (1981),Comedy|Romance,"[3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0]"
Bachelor Party (1984),Comedy,"[1.0, 5.0, 3.0, 1.5, 4.0]"
Parenthood (1989),Comedy|Drama,"[2.0, 4.0, 4.5, 3.0, 4.0, 3.0, 3.0, 3.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0]"
Predator (1987),Action|Sci-Fi|Thriller,"[4.0, 2.0, 3.0, 3.5, 4.0, 4.5, 4.0, 4.0, 5.0, 1.5, 4.0, 4.0, 2.0, 4.0, 3.0, 3.5, 3.0, 4.0, 3.0, 4.0, 4.5, 5.0, 2.0, 3.5, 3.5, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 3.0, 4.0, 5.0, 2.0, 3.5, 4.0, 3.5, 4.0, 1.0, 5.0, 1.0, 2.0, 3.0, 2.0, 4.0, 2.5, 4.0, 2.5, 4.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.5, 3.5, 4.0, 3.0, 5.0]"
"Prince of Tides, The (1991)",Drama|Romance,"[4.0, 4.0, 3.0, 2.0, 4.0]"
"Postman Always Rings Twice, The (1981)",Crime|Thriller,"[3.0, 4.5, 3.0, 3.0, 4.0]"
All the Vermeers in New York (1990),Comedy|Drama|Romance,[5.0]
28 Days (2000),Drama,"[2.0, 3.0, 4.0, 2.5, 3.5, 3.0, 4.5, 4.0, 4.0, 4.0, 2.5, 3.0, 4.0, 4.5, 3.0, 3.0, 2.0, 3.0, 4.0, 2.0, 3.0, 2.5, 5.0, 4.0, 2.5]"
American Psycho (2000),Crime|Horror|Mystery|Thriller,"[3.5, 2.0, 1.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 4.5, 3.5, 3.5, 5.0, 2.5, 4.0, 4.5, 2.0, 4.5, 4.5, 4.0, 5.0, 5.0, 4.0, 3.5, 5.0, 5.0, 3.0, 4.0, 3.5, 3.5, 5.0, 2.5, 5.0, 3.5, 4.0, 4.5, 5.0, 4.5, 2.0, 4.5, 4.0, 3.0, 4.5, 3.5, 4.0, 3.0, 3.5, 2.5, 4.5, 1.0, 2.0, 3.0, 4.0, 3.5, 5.0, 3.0, 4.5]"
Keeping the Faith (2000),Comedy|Drama|Romance,"[2.0, 1.5, 4.0, 4.0, 4.0, 5.0, 3.0, 4.0, 3.5, 3.5, 3.5, 2.5, 2.0, 2.5, 4.0, 4.0, 4.0, 4.5, 4.0, 3.5, 3.5]"
Where the Money Is (2000),Comedy|Drama,"[5.0, 3.0, 2.0]"
East is East (1999),Comedy,"[2.0, 2.0, 3.0, 5.0, 4.0]"
"Filth and the Fury, The (2000)",Documentary,"[2.5, 4.0]"
Diner (1982),Comedy|Drama,"[2.5, 3.0, 4.0, 4.5, 5.0, 3.0, 4.0, 3.0, 3.0, 5.0, 4.0, 4.0, 2.5, 5.0]"
Shakes the Clown (1992),Comedy,"[3.0, 3.0, 1.0]"
Cabaret (1972),Drama|Musical,"[2.0, 3.5, 3.5, 3.0, 3.0]"
What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,"[5.0, 4.0]"
Auntie Mame (1958),Comedy|Drama,"[2.0, 4.0, 4.0, 4.0, 4.5]"
Guys and Dolls (1955),Comedy|Musical|Romance,"[5.0, 4.0, 3.5, 3.0, 4.5, 5.0, 3.0, 3.5]"
The Hunger (1983),Horror,"[3.0, 4.0, 5.0, 4.0, 4.0, 2.0]"
Marathon Man (1976),Crime|Drama|Thriller,"[3.0, 4.0, 4.0, 3.0, 3.0, 4.0, 3.5, 5.0, 2.0, 2.5, 3.5, 4.0, 3.5]"
Caddyshack (1980),Comedy,"[4.0, 5.0, 4.0, 2.0, 3.0, 4.0, 4.0, 5.0, 4.5, 5.0, 4.0, 4.5, 4.0, 4.0, 2.0, 3.5, 5.0, 3.5, 3.0, 5.0, 5.0, 4.0, 5.0, 3.0, 3.5, 5.0, 3.0, 3.5, 5.0, 2.0, 3.5, 5.0, 4.0, 4.0, 4.5, 5.0, 1.0, 5.0, 2.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 2.0, 3.0, 3.0]"
Gossip (2000),Drama|Thriller,"[2.0, 3.0, 2.0, 3.0, 2.0]"
Love and Basketball (2000),Drama|Romance,"[3.5, 3.0, 2.5]"
U-571 (2000),Action|Thriller|War,"[4.0, 3.0, 4.0, 3.5, 4.0, 3.0, 3.5, 3.5, 3.0, 4.0, 5.0, 3.5, 4.0, 4.0, 2.5, 3.0, 3.0, 4.0, 4.0, 3.0, 4.0, 4.5, 3.0, 2.0, 4.0, 3.0, 3.0, 2.0, 4.0, 2.0, 3.0, 3.5, 3.5]"
"Virgin Suicides, The (1999)",Drama|Romance,"[2.0, 3.0, 4.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.5, 3.0, 4.5, 4.0, 4.5, 4.0, 4.0, 4.0, 1.5, 3.0, 4.0, 4.5, 5.0, 2.5, 5.0, 4.0]"
Jennifer 8 (1992),Mystery|Thriller,"[3.0, 2.5, 4.0, 2.0, 3.0]"
Limelight (1952),Comedy|Drama|Romance,"[4.0, 4.0, 3.0]"
"Crow: Salvation, The (2000)",Action|Horror,"[3.0, 2.5, 2.0]"
"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,"[1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.5, 2.0]"
Where the Heart Is (2000),Comedy|Drama,"[3.0, 4.0, 3.5, 3.5, 4.0, 3.0, 3.5]"
"Big Kahuna, The (2000)",Comedy|Drama,"[1.0, 3.0, 4.0, 4.5, 4.0, 3.0, 2.5, 1.0]"
Bossa Nova (2000),Comedy|Drama|Romance,[5.0]
Smiling Fish and Goat on Fire (1999),Comedy|Romance,[4.0]
"Idiots, The (Idioterne) (1998)",Comedy|Drama,"[4.5, 3.5]"
Time Code (2000),Comedy|Drama,"[2.0, 4.0]"
Carnosaur (1993),Horror|Sci-Fi,"[1.0, 3.0, 2.0, 2.0]"
Carnosaur 2 (1995),Horror|Sci-Fi,"[2.0, 1.0]"
Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,[1.0]
"Hidden, The (1987)",Action|Horror|Sci-Fi,"[4.0, 3.0, 3.0, 4.0]"
Two Moon Junction (1988),Drama|Romance,"[3.0, 1.0]"
Gladiator (2000),Action|Adventure|Drama,"[5.0, 4.0, 1.5, 4.0, 5.0, 5.0, 4.5, 3.0, 4.5, 2.5, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.5, 3.0, 3.5, 4.0, 5.0, 2.0, 4.5, 5.0, 4.0, 3.5, 4.0, 4.0, 4.0, 4.0, 5.0, 4.5, 5.0, 4.5, 2.0, 3.5, 2.5, 4.0, 5.0, 4.0, 4.0, 3.5, 5.0, 5.0, 3.5, 4.0, 3.5, 4.0, 2.0, 4.0, 4.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 5.0, 3.0, 4.0, 4.5, 4.5, 4.0, 3.0, 5.0, 4.5, 5.0, 4.0, 4.0, 4.5, 2.0, 2.0, 5.0, 3.5, 4.0, 3.5, 4.0, 3.5, 2.5, 2.0, 3.0, 3.5, 5.0, 4.5, 5.0, 3.5, 1.0, 5.0, 3.0, 3.5, 4.0, 5.0, 4.0, 4.5, 3.5, 4.0, 4.0, 5.0, 4.0, 3.5, 4.0, 4.5, 4.0, 1.5, 4.5, 3.0, 5.0, 4.0, 3.0, 1.0, 4.0, 5.0, 4.0, 4.5, 5.0, 5.0, 4.0, 4.5, 4.0, 3.0, 4.5, 3.5, 4.5, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 0.5, 2.0, 5.0, 4.0, 3.0, 5.0, 4.5, 3.5, 0.5, 3.0, 5.0, 5.0, 3.0, 1.0, 4.0, 5.0, 3.5, 5.0, 4.5, 4.0, 4.0, 5.0, 3.5, 4.0, 3.5, 4.0, 5.0, 4.5, 5.0, 5.0, 4.5, 3.0, 3.5, 4.5, 4.0, 3.5, 4.0, 5.0]"
Up at the Villa (2000),Drama,"[3.0, 4.0]"
Human Traffic (1999),Comedy,"[3.0, 4.0]"
Breathless (1983),Action|Drama|Romance|Thriller,"[2.0, 2.0, 1.0, 3.0]"
The Idolmaker (1980),Drama|Romance,[4.0]
Inferno (1980),Horror,"[1.5, 3.5]"
"Lords of Flatbush, The (1974)",Comedy|Drama,[2.0]
Mr. Mom (1983),Comedy|Drama,"[1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 5.0, 2.0, 4.0, 2.0, 2.0, 3.0, 3.0, 2.5, 2.5]"
"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,[4.5]
Battlefield Earth (2000),Action|Sci-Fi,"[1.0, 0.5, 2.0, 2.0, 4.0, 0.5, 0.5, 4.5, 1.0, 2.0, 2.0, 0.5, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0]"
Center Stage (2000),Drama|Musical,"[2.0, 5.0, 5.0, 0.5, 4.0, 3.0]"
Screwed (2000),Comedy,[1.0]
Whipped (2000),Comedy,"[1.0, 3.0]"
Hamlet (2000),Crime|Drama|Romance|Thriller,"[3.5, 3.0, 2.5]"
Anchors Aweigh (1945),Comedy|Musical,"[3.5, 4.0, 3.5, 1.0, 4.0]"
Gypsy (1962),Musical,[0.5]
On the Town (1949),Comedy|Musical|Romance,"[3.5, 5.0, 3.5, 3.0]"
Pee-wee's Big Adventure (1985),Adventure|Comedy,"[3.0, 5.0, 1.0, 2.0, 1.0, 4.0, 3.5, 4.0, 1.0, 3.0, 1.0, 3.0, 4.0, 3.0, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.0]"
Regret to Inform (1998),Documentary,[3.5]
Honeymoon in Vegas (1992),Comedy|Romance,"[3.5, 3.0, 4.0, 2.0, 2.0, 4.0, 2.0, 3.0]"
Dinosaur (2000),Adventure|Animation|Children,"[2.5, 5.0, 2.5, 3.5, 3.0, 3.0, 2.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
Loser (2000),Comedy|Romance,"[4.0, 3.5, 2.0, 2.0, 5.0, 4.0, 4.0, 2.0, 4.5, 2.0]"
Road Trip (2000),Comedy,"[4.0, 1.5, 2.0, 1.5, 4.0, 4.0, 1.0, 3.0, 3.5, 3.5, 3.5, 3.0, 1.5, 3.0, 2.0, 2.5, 3.5, 2.5, 4.0, 3.5, 2.5, 2.5, 2.0, 5.0, 1.0, 3.0, 3.5, 4.0, 2.0, 4.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 2.5, 3.0, 3.5]"
Small Time Crooks (2000),Comedy|Crime,"[3.0, 3.5, 3.0, 3.0, 3.0, 5.0, 2.0, 4.0, 4.0, 5.0, 4.0, 3.0]"
"Hollywood Knights, The (1980)",Comedy,[2.0]
"Twelve Chairs, The (1970)",Comedy,[3.0]
Mission: Impossible II (2000),Action|Adventure|Thriller,"[1.0, 2.0, 3.0, 4.0, 2.5, 2.5, 4.5, 4.0, 2.5, 2.0, 5.0, 1.0, 4.0, 3.5, 2.0, 3.0, 0.5, 2.0, 3.5, 3.5, 2.5, 3.0, 3.5, 1.0, 1.5, 3.0, 4.0, 3.5, 2.0, 2.0, 1.0, 4.0, 3.0, 3.0, 2.5, 2.0, 1.5, 3.0, 2.0, 2.0, 4.5, 2.0, 3.0, 2.5, 4.0, 2.0, 4.0, 3.5, 1.0, 3.0, 4.0, 3.0, 3.0, 1.0, 3.0, 2.0, 3.5, 2.0, 5.0, 2.0, 3.0, 2.0, 2.5, 0.5, 2.5, 0.5, 2.5, 4.0, 2.5, 4.0, 3.5, 2.5, 3.0, 2.5, 3.0, 3.5, 3.0]"
Shanghai Noon (2000),Action|Adventure|Comedy|Western,"[4.0, 3.0, 2.0, 4.0, 2.5, 4.0, 4.0, 0.5, 3.5, 4.0, 2.0, 4.0, 2.5, 3.0, 3.5, 3.0, 3.0, 4.0, 3.0, 5.0, 3.5, 3.0, 1.5, 4.0, 4.0, 3.5, 4.0, 3.0, 4.0, 5.0, 2.0, 1.0, 3.0, 2.0, 4.0, 3.5, 1.5, 4.0, 2.0, 3.0, 3.5, 2.5, 3.5]"
Better Living Through Circuitry (1999),Documentary,[2.0]
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,"[4.0, 3.0, 3.0]"
Carnival of Souls (1962),Horror|Thriller,"[5.0, 4.0, 3.5, 3.0]"
Flying Tigers (1942),Action|Drama|Romance|War,"[4.0, 2.0]"
"Gold Rush, The (1925)",Adventure|Comedy|Romance,"[4.5, 4.0, 4.0, 4.5, 4.0, 3.0, 4.5]"
Monsieur Verdoux (1947),Comedy|Crime,"[4.0, 5.0, 3.0, 4.0, 4.0]"
On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,"[4.5, 3.5, 2.0, 3.0, 5.0, 3.0, 4.0, 2.0, 4.0, 3.5, 3.5, 3.0, 4.0, 1.5, 2.5, 3.5, 3.0]"
Seven Days in May (1964),Thriller,[4.0]
